level_id,mode,success,nodes,runtime,solution_len,calls_total,calls_uncached,deadlock_hits,comparable_states,hungarian_lt_gnn,hungarian_eq_gnn,gnn_lt_hungarian
sokoban_core/levels/letslogic_solved/0041_loma.txt#48,optimal_mix,True,169,0.08453083038330078,22,370,370,183,187,186,1,0
sokoban_core/levels/letslogic_solved/0038_anomaly_2.txt#3,optimal_mix,True,3356,2.8263511657714844,19,9558,9539,3647,5892,5788,4,100
sokoban_core/levels/letslogic_solved/0047_choriban.txt#10,optimal_mix,True,259,0.12007403373718262,17,474,474,139,335,250,1,84
sokoban_core/levels/letslogic_solved/0047_choriban.txt#18,optimal_mix,True,237,0.10426807403564453,21,449,449,173,276,257,0,19
sokoban_core/levels/letslogic_solved/0047_choriban.txt#54,optimal_mix,True,243,0.12230396270751953,18,473,473,145,328,149,2,177
sokoban_core/levels/letslogic_solved/0047_choriban.txt#36,optimal_mix,True,810,0.373394250869751,20,1518,1505,481,1024,959,1,64
sokoban_core/levels/letslogic_solved/0050_picolevels.txt#27,optimal_mix,True,297,0.13167595863342285,21,498,498,193,305,302,0,3
sokoban_core/levels/letslogic_solved/0050_picolevels.txt#37,optimal_mix,True,668,0.31386709213256836,17,1065,1065,334,731,724,3,4
sokoban_core/levels/letslogic_solved/0050_picolevels.txt#7,optimal_mix,True,193,0.07854318618774414,17,414,414,210,204,202,2,0
sokoban_core/levels/letslogic_solved/0050_picolevels.txt#20,optimal_mix,True,1507,0.9917950630187988,17,3268,3265,917,2348,2271,2,75
sokoban_core/levels/letslogic_solved/0051_sokompact.txt#37,optimal_mix,True,1761,0.818209171295166,39,3229,3229,1451,1778,1755,0,23
sokoban_core/levels/letslogic_solved/0037_anomaly_1.txt#28,optimal_mix,True,32879,20.796448945999146,26,63380,63331,21262,42069,42016,3,50
sokoban_core/levels/letslogic_solved/0051_sokompact.txt#11,optimal_mix,True,3910,2.0559029579162598,25,7236,7212,2646,4566,4416,0,150
sokoban_core/levels/letslogic_solved/0062_dimitri_yorick.txt#46,optimal_mix,True,43,0.05142402648925781,8,176,175,39,136,112,1,23
sokoban_core/levels/letslogic_solved/0067_puzzle.txt#12,optimal_mix,True,933,0.5067999362945557,22,1749,1749,596,1153,992,1,160
sokoban_core/levels/letslogic_solved/0017_sasquatch_05.txt#3,optimal_mix,True,188222,118.80768585205078,42,300098,299320,95369,203951,196567,2,7382
sokoban_core/levels/letslogic_solved/0032_pico_cosmos.txt#14,optimal_mix,True,156676,90.13621211051941,63,252979,252841,94840,158001,157889,1,111
sokoban_core/levels/letslogic_solved/0068_sokolate.txt#22,optimal_mix,True,3888,1.915295124053955,35,6744,6736,2698,4038,3964,1,73
sokoban_core/levels/letslogic_solved/0068_sokolate.txt#29,optimal_mix,True,990,0.449631929397583,21,2182,2182,997,1185,1184,0,1
sokoban_core/levels/letslogic_solved/0068_sokolate.txt#35,optimal_mix,True,2003,0.920518159866333,39,3385,3378,1253,2125,2056,1,68
sokoban_core/levels/letslogic_solved/0068_sokolate.txt#36,optimal_mix,True,14698,6.933188199996948,31,25451,25429,10654,14775,14749,1,25
sokoban_core/levels/letslogic_solved/0068_sokolate.txt#16,optimal_mix,True,23600,15.64545488357544,22,49135,49107,18973,30134,30119,0,15
sokoban_core/levels/letslogic_solved/0068_sokolate.txt#6,optimal_mix,True,4930,2.438734769821167,25,7342,7332,2306,5026,5018,1,7
